FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2022-07-27 10,75.0,70.0,84.46,4.0,10.0
2022-07-27 11,78.0,71.0,79.1,3.0,10.0
2022-07-27 12,80.0,72.0,76.36,5.0,10.0
2022-07-27 13,82.0,72.0,71.78,7.0,10.0
2022-07-27 14,85.0,71.0,63.4,10.0,10.0
2022-07-27 15,87.0,71.0,59.09,11.0,10.0
2022-07-27 16,90.0,69.0,50.36,11.0,10.0
2022-07-27 17,91.0,69.0,48.8,11.0,10.0
2022-07-27 18,90.0,67.0,46.68,7.0,10.0
2022-07-27 19,90.0,67.0,46.68,7.0,10.0
2022-07-27 20,93.0,66.0,41.2,10.0,10.0
2022-07-27 21,92.0,67.0,43.99,6.0,10.0
2022-07-27 22,91.0,67.0,45.24,10.0,10.0
2022-07-27 23,89.0,67.0,48.03,8.0,10.0
2022-07-28 00,86.0,68.0,55.04,6.0,10.0
2022-07-28 01,85.0,69.0,59.21,5.0,10.0
2022-07-28 02,83.0,69.0,63.16,5.0,10.0
2022-07-28 03,82.0,69.0,65.03,5.0,10.0
2022-07-28 04,79.0,70.0,73.97,7.0,10.0
2022-07-28 05,78.0,70.0,76.19,7.0,10.0
2022-07-28 06,77.0,71.0,82.03,6.0,10.0
2022-07-28 07,77.0,71.0,82.03,6.0,10.0
2022-07-28 08,76.0,71.0,85.09,0.0,10.0
2022-07-28 09,75.0,71.0,87.68,4.0,10.0
2022-07-28 10,75.0,71.0,87.68,5.0,10.0
2022-07-28 11,76.0,72.0,87.73,5.0,10.0
2022-07-28 12,80.0,72.0,76.36,8.0,10.0
2022-07-28 13,83.0,72.0,69.71,9.0,10.0
2022-07-28 14,87.0,73.0,63.02,7.0,10.0
2022-07-28 15,87.0,72.0,60.92,7.0,10.0
2022-07-28 16,91.0,69.0,48.8,7.0,10.0
2022-07-28 17,89.5,70.5,53.7,9.0,10.0
2022-07-28 18,90.0,72.0,55.58,8.0,10.0
2022-07-28 19,89.0,71.0,55.46,13.0,10.0
2022-07-28 20,87.0,74.0,64.95,8.0,10.0
2022-07-28 21,91.0,70.0,50.33,7.0,10.0
2022-07-28 22,87.0,69.0,55.19,8.0,10.0
2022-07-28 23,87.0,70.0,56.92,4.0,10.0
2022-07-29 00,85.0,71.0,63.4,6.0,10.0
2022-07-29 01,82.0,71.0,69.62,4.0,10.0
2022-07-29 02,81.0,71.0,71.92,4.0,10.0
2022-07-29 03,81.0,71.0,71.92,7.0,10.0
2022-07-29 04,79.0,72.0,79.17,7.0,10.0
2022-07-29 05,78.0,72.0,81.55,4.0,10.0
2022-07-29 06,78.0,72.0,81.55,5.0,10.0
2022-07-29 07,78.0,72.0,81.55,8.0,10.0
2022-07-29 08,77.0,71.0,82.03,7.0,10.0
2022-07-29 09,76.0,71.0,85.09,5.0,10.0
2022-07-29 10,75.0,71.0,87.68,5.0,10.0
2022-07-29 11,76.0,72.0,87.73,6.0,10.0
2022-07-29 12,79.0,72.0,79.17,8.0,10.0
2022-07-29 13,82.0,72.0,71.78,9.0,10.0
2022-07-29 14,85.0,72.0,65.36,6.0,10.0
2022-07-29 15,89.0,71.0,55.46,11.0,10.0
2022-07-29 16,91.0,72.0,53.87,9.0,10.0
2022-07-29 17,90.0,69.0,50.36,4.0,10.0
2022-07-29 18,91.0,71.0,52.25,7.0,10.0
2022-07-29 19,90.0,70.0,51.93,11.0,10.0
2022-07-29 20,92.0,68.0,45.69,10.0,10.0
2022-07-29 21,85.33,69.33,61.28,11.0,9.0
2022-07-29 22,85.0,72.0,65.36,4.0,10.0
2022-07-29 23,85.0,71.0,63.4,4.0,10.0
2022-07-30 00,83.0,76.0,79.47,4.0,10.0
2022-07-30 01,82.0,75.0,79.4,0.0,10.0
2022-07-30 02,82.0,72.0,71.78,0.0,10.0
2022-07-30 03,81.0,73.0,76.7,0.0,10.0
2022-07-30 04,80.0,72.0,76.36,5.0,10.0
2022-07-30 05,78.0,73.0,84.36,8.0,10.0
2022-07-30 06,78.0,73.0,84.5,8.0,10.0
2022-07-30 07,76.0,70.0,81.96,4.0,10.0
2022-07-30 08,75.0,70.0,84.46,4.0,10.0
2022-07-30 09,75.0,71.0,87.68,0.0,10.0
2022-07-30 10,75.0,71.0,87.68,3.0,10.0
2022-07-30 11,76.0,71.0,85.09,0.0,10.0
2022-07-30 12,79.0,73.0,81.89,5.0,10.0
2022-07-30 13,82.0,73.0,74.24,6.0,10.0
2022-07-30 14,83.0,72.0,69.71,3.0,10.0
2022-07-30 15,85.0,72.0,65.36,0.0,10.0
2022-07-30 16,87.0,71.0,59.09,6.0,10.0
2022-07-30 17,89.0,72.0,57.18,6.0,10.0
2022-07-30 18,88.0,71.67,58.51,5.67,10.0
2022-07-30 19,85.0,74.5,71.04,10.5,10.0
2022-07-30 20,79.0,73.5,83.15,6.5,8.5
2022-07-30 21,78.5,73.5,84.38,5.5,9.5
2022-07-30 22,77.0,73.0,87.48,3.0,10.0
2022-07-30 23,78.0,73.0,84.36,0.0,10.0
2022-07-31 00,79.0,73.0,81.89,5.0,10.0
2022-07-31 01,77.0,74.0,90.17,3.0,10.0
2022-07-31 02,77.0,74.0,90.17,3.0,10.0
2022-07-31 03,73.2,69.4,88.05,9.0,10.0
2022-07-31 04,73.0,70.0,90.32,0.0,10.0
2022-07-31 05,73.0,70.0,90.32,2.0,10.0
2022-07-31 06,71.0,69.0,93.4,6.0,10.0
2022-07-31 07,72.0,69.0,90.59,3.0,10.0
2022-07-31 08,71.0,69.0,93.4,3.0,10.0
2022-07-31 09,71.0,69.0,93.4,3.0,10.0
2022-07-31 10,71.0,69.0,93.4,4.0,10.0
2022-07-31 11,72.0,70.0,93.43,3.0,10.0
2022-07-31 12,73.0,70.0,90.32,5.0,10.0
2022-07-31 13,78.0,71.0,79.1,6.0,10.0
2022-07-31 14,80.0,72.0,76.36,10.0,10.0
2022-07-31 15,84.0,71.0,65.26,10.0,10.0
2022-07-31 16,88.0,71.0,57.43,12.0,10.0
2022-07-31 17,89.0,69.0,51.8,12.0,10.0
2022-07-31 18,90.0,66.0,45.25,12.0,10.0
2022-07-31 19,90.0,65.0,43.55,12.0,10.0
2022-07-31 20,91.0,65.0,42.21,12.0,10.0
2022-07-31 21,90.0,63.0,40.75,12.0,10.0
2022-07-31 22,89.0,63.0,41.92,11.0,10.0
2022-07-31 23,87.0,64.0,46.26,5.0,10.0
2022-08-01 00,85.0,64.0,49.62,6.0,10.0
2022-08-01 01,84.0,65.0,52.71,6.0,10.0
2022-08-01 02,82.0,67.0,60.28,5.0,10.0
2022-08-01 03,80.0,68.0,66.62,6.0,10.0
2022-08-01 04,78.0,68.0,71.14,0.0,10.0
2022-08-01 05,76.0,68.0,76.53,0.0,10.0
2022-08-01 06,77.0,68.0,73.78,4.0,10.0
2022-08-01 07,74.0,69.0,84.97,4.0,10.0
2022-08-01 08,74.0,69.0,84.97,3.0,10.0
2022-08-01 09,74.0,68.0,81.82,5.0,10.0
2022-08-01 10,74.0,68.0,81.82,3.0,10.0
2022-08-01 11,77.0,69.0,76.62,4.0,10.0
2022-08-01 12,78.0,69.0,73.88,4.0,10.0
2022-08-01 13,82.0,69.0,65.03,8.0,10.0
2022-08-01 14,84.0,70.0,62.86,12.0,10.0
2022-08-01 15,81.0,71.0,71.92,10.0,10.0
2022-08-01 16,81.0,72.0,74.15,10.0,9.0
2022-08-01 17,83.0,70.0,65.13,11.0,10.0
2022-08-01 18,83.0,69.0,63.16,9.0,10.0
2022-08-01 19,82.0,70.0,67.06,10.0,10.0
2022-08-01 20,82.0,71.0,69.62,7.0,10.0
2022-08-01 21,82.0,70.0,67.06,7.0,10.0
2022-08-01 22,80.0,70.0,71.35,3.0,10.0
2022-08-01 23,79.0,70.0,73.97,4.0,10.0
2022-08-02 00,78.0,71.0,79.1,3.0,10.0
2022-08-02 01,78.0,71.0,79.1,4.0,10.0
2022-08-02 02,78.0,71.0,79.1,4.0,10.0
2022-08-02 03,76.0,72.0,87.73,3.0,10.0
2022-08-02 04,76.0,71.0,85.09,5.0,10.0
2022-08-02 05,76.0,72.0,87.73,7.0,10.0
2022-08-02 06,75.0,71.0,87.68,6.0,10.0
2022-08-02 07,75.0,71.0,87.68,6.0,10.0
2022-08-02 08,74.0,70.0,87.63,5.0,10.0
2022-08-02 09,74.0,70.0,87.63,8.0,10.0
2022-08-02 10,73.0,70.0,90.32,6.0,10.0
2022-08-02 11,73.0,70.0,90.32,5.0,10.0
2022-08-02 12,74.5,71.0,89.32,6.0,10.0
2022-08-02 13,79.0,72.0,79.17,8.0,10.0
2022-08-02 14,82.0,71.0,69.62,8.0,10.0
2022-08-02 15,82.0,72.0,71.78,7.0,10.0
2022-08-02 16,83.0,72.0,69.71,8.0,10.0
2022-08-02 17,86.0,71.0,61.2,8.0,10.0
2022-08-02 18,88.0,70.0,55.32,7.0,10.0
2022-08-02 19,90.0,72.0,55.58,5.0,10.0
2022-08-02 20,91.0,70.0,50.33,8.0,10.0
2022-08-02 21,91.0,70.0,50.33,5.0,10.0
2022-08-02 22,90.0,70.0,51.93,7.0,10.0
2022-08-02 23,87.0,70.0,56.92,6.0,10.0
2022-08-03 00,84.0,73.0,69.59,7.0,10.0
2022-08-03 01,83.0,72.0,69.71,9.0,10.0
2022-08-03 02,82.0,73.0,74.24,10.0,10.0
2022-08-03 03,80.0,70.0,71.35,11.0,10.0
2022-08-03 04,77.0,69.0,76.62,6.0,10.0
2022-08-03 05,76.0,70.0,81.96,5.0,10.0
2022-08-03 06,76.0,70.0,81.96,5.0,10.0
2022-08-03 07,77.0,71.0,82.03,3.0,10.0
2022-08-03 08,76.0,71.0,85.09,0.0,10.0
2022-08-03 09,75.0,71.0,87.68,0.0,10.0
2022-08-03 10,75.0,71.0,87.68,5.0,10.0
2022-08-03 11,74.0,71.0,90.97,6.0,10.0
2022-08-03 12,75.0,71.0,87.68,3.0,9.0
2022-08-03 13,75.0,72.0,90.4,5.5,10.0
2022-08-03 14,76.0,72.0,87.73,4.0,10.0
2022-08-03 15,81.0,73.0,76.7,0.0,10.0
2022-08-03 16,82.0,72.0,71.78,4.0,10.0
2022-08-03 17,86.0,72.0,63.1,5.0,10.0
2022-08-03 18,88.0,70.0,55.32,5.0,10.0
2022-08-03 19,89.0,66.0,46.55,8.0,10.0
2022-08-03 20,88.0,66.0,48.2,6.0,10.0
2022-08-03 21,87.4,69.4,55.24,3.0,10.0
2022-08-03 22,83.0,67.0,58.55,6.0,10.0
2022-08-03 23,81.0,68.0,64.73,5.0,10.0
2022-08-04 00,81.0,67.0,62.28,4.0,10.0
2022-08-04 01,75.0,70.0,84.46,9.0,10.0
2022-08-04 02,74.0,69.0,84.97,6.0,10.0
2022-08-04 03,74.0,69.0,84.97,3.0,10.0
2022-08-04 04,75.0,68.0,78.86,5.0,10.0
2022-08-04 05,74.0,68.0,81.82,8.0,10.0
2022-08-04 06,72.0,68.0,87.24,6.0,10.0
2022-08-04 07,72.0,69.0,90.59,4.0,10.0
2022-08-04 08,71.0,68.0,89.94,8.0,10.0
2022-08-04 09,71.0,68.5,91.67,6.5,10.0
2022-08-04 10,71.2,68.33,90.59,5.0,10.0
2022-08-04 11,71.0,68.0,89.94,4.0,10.0
2022-08-04 12,72.5,68.5,87.42,6.0,10.0
2022-08-04 13,76.5,69.5,79.29,3.5,10.0
2022-08-04 14,78.5,70.0,75.08,5.0,10.0
2022-08-04 15,83.0,71.0,67.62,6.0,10.0
2022-08-04 16,86.0,71.0,61.2,6.0,10.0
2022-08-04 17,89.0,69.0,51.8,9.0,10.0
2022-08-04 18,88.0,69.0,53.64,8.0,10.0
2022-08-04 19,88.0,69.0,53.64,5.0,10.0
2022-08-04 20,87.9,69.9,55.3,4.5,10.0
2022-08-04 21,78.33,70.67,77.18,16.67,2.0
2022-08-04 22,82.5,72.0,70.74,1.5,10.0
2022-08-04 23,83.0,71.0,67.62,0.0,10.0
2022-08-05 00,81.0,71.0,71.92,5.0,10.0
2022-08-05 01,81.0,73.0,76.7,4.0,10.0
2022-08-05 02,80.0,74.0,81.42,0.0,10.0
2022-08-05 03,80.0,72.0,76.36,3.0,10.0
2022-08-05 04,79.0,73.0,81.89,0.0,10.0
2022-08-05 05,80.0,71.0,74.07,5.0,10.0
2022-08-05 06,78.0,71.0,79.1,5.0,10.0
2022-08-05 07,76.0,71.0,85.09,0.0,10.0
2022-08-05 08,75.0,71.0,87.68,5.0,10.0
2022-08-05 09,74.0,71.0,90.97,4.0,10.0
2022-08-05 10,74.0,71.0,90.97,5.0,10.0
2022-08-05 11,74.0,70.0,87.63,6.0,10.0
2022-08-05 12,78.0,71.0,79.1,3.0,10.0
2022-08-05 13,80.0,72.0,76.36,4.0,10.0
2022-08-05 14,83.0,72.0,69.71,3.0,10.0
2022-08-05 15,85.0,72.0,65.36,4.0,10.0
2022-08-05 16,88.0,72.0,59.21,6.0,10.0
2022-08-05 17,89.0,71.0,55.46,4.0,10.0
2022-08-05 18,90.0,70.0,51.93,6.0,10.0
2022-08-05 19,90.0,70.0,51.93,8.0,10.0
2022-08-05 20,89.5,70.5,53.88,11.5,10.0
2022-08-05 21,79.0,73.0,81.79,8.0,8.5
2022-08-05 22,81.0,75.0,81.79,0.0,10.0
2022-08-05 23,80.0,72.0,76.36,7.0,10.0
2022-08-06 00,80.0,72.0,76.36,6.0,10.0
2022-08-06 01,81.0,72.0,74.15,3.0,10.0
2022-08-06 02,81.0,71.0,71.92,3.0,10.0
2022-08-06 03,79.0,72.0,79.17,7.0,10.0
2022-08-06 04,79.0,72.0,79.17,6.0,10.0
2022-08-06 05,78.0,72.0,81.55,4.0,10.0
2022-08-06 06,77.0,72.0,84.58,3.0,10.0
2022-08-06 07,77.0,72.0,84.58,6.0,10.0
2022-08-06 08,75.0,72.0,90.4,5.0,10.0
2022-08-06 09,73.7,71.8,93.94,4.5,10.0
2022-08-06 10,74.0,71.0,90.97,6.0,10.0
2022-08-06 11,73.8,71.87,93.89,6.67,7.0
2022-08-06 12,75.1,71.8,89.5,7.0,7.0
2022-08-06 13,76.0,73.0,90.74,7.0,8.0
2022-08-06 14,78.0,73.0,84.68,6.0,9.5
2022-08-06 15,82.0,73.0,74.4,5.0,10.0
2022-08-06 16,85.0,73.0,67.61,7.0,10.0
2022-08-06 17,85.5,74.0,68.48,7.0,10.0
2022-08-06 18,87.0,72.0,60.92,6.0,10.0
2022-08-06 19,89.0,71.0,55.46,7.0,10.0
2022-08-06 20,89.0,69.0,51.8,5.0,10.0
2022-08-06 21,90.0,68.0,48.49,4.0,10.0
2022-08-06 22,90.0,69.0,50.36,3.0,10.0
2022-08-06 23,86.5,72.5,63.06,7.0,10.0
2022-08-07 00,85.0,71.0,63.4,3.0,10.0
2022-08-07 01,76.0,70.0,81.96,20.0,7.0
2022-08-07 02,73.25,70.0,89.65,9.5,3.56
2022-08-07 03,72.0,69.33,91.54,6.0,6.33
2022-08-07 04,73.2,69.4,88.05,4.0,10.0
2022-08-07 05,73.2,69.4,88.05,0.0,10.0
2022-08-07 06,73.0,70.0,90.32,5.0,10.0
2022-08-07 07,72.0,69.0,90.59,4.0,10.0
2022-08-07 08,71.0,68.0,89.94,6.0,10.0
2022-08-07 09,71.0,68.0,89.94,0.0,10.0
2022-08-07 10,71.0,68.67,92.25,3.67,9.33
2022-08-07 11,72.0,69.0,90.59,0.0,10.0
2022-08-07 12,75.0,69.0,81.9,3.0,10.0
2022-08-07 13,78.0,71.0,79.1,4.0,10.0
2022-08-07 14,79.0,71.0,76.79,4.0,10.0
2022-08-07 15,81.0,71.0,71.92,0.0,10.0
2022-08-07 16,83.0,71.0,67.62,0.0,10.0
2022-08-07 17,85.0,72.0,65.36,4.0,10.0
2022-08-07 18,87.0,71.0,59.09,4.0,10.0
2022-08-07 19,88.0,70.0,55.32,5.0,10.0
2022-08-07 20,88.0,70.0,55.32,0.0,10.0
2022-08-07 21,88.0,68.0,51.65,0.0,10.0
2022-08-07 22,88.0,67.0,49.73,7.0,10.0
2022-08-07 23,86.0,71.0,61.2,7.0,10.0
2022-08-08 00,84.6,70.8,63.5,5.0,10.0
2022-08-08 01,83.0,70.0,65.13,5.0,10.0
2022-08-08 02,77.9,69.9,76.48,6.5,10.0
2022-08-08 03,75.0,69.0,81.9,6.0,10.0
2022-08-08 04,75.0,67.0,75.92,0.0,10.0
2022-08-08 05,74.0,67.0,78.77,0.0,10.0
2022-08-08 06,73.0,68.0,84.34,3.0,10.0
2022-08-08 07,73.0,68.0,84.34,3.0,10.0
2022-08-08 08,72.0,68.0,87.24,3.0,10.0
2022-08-08 09,73.0,68.0,84.34,4.0,10.0
2022-08-08 10,74.0,68.0,81.82,0.0,10.0
2022-08-08 11,73.0,69.0,87.59,5.0,10.0
2022-08-08 12,77.0,69.0,76.62,0.0,10.0
2022-08-08 13,81.0,70.0,69.28,0.0,10.0
2022-08-08 14,82.0,70.0,67.06,6.0,10.0
2022-08-08 15,84.0,70.0,62.86,5.0,10.0
2022-08-08 16,86.0,70.0,58.95,4.0,10.0
2022-08-08 17,86.0,70.0,58.95,6.0,10.0
2022-08-08 18,88.0,70.0,55.32,4.0,10.0
2022-08-08 19,90.2,69.4,50.58,6.5,10.0
2022-08-08 20,86.0,68.67,56.51,12.33,9.67
2022-08-08 21,79.0,71.0,76.79,5.0,10.0
2022-08-08 22,79.0,70.5,75.38,6.0,10.0
2022-08-08 23,80.0,71.0,74.07,5.0,10.0
2022-08-09 00,77.0,72.0,84.58,5.0,10.0
2022-08-09 01,77.0,72.0,84.58,4.0,10.0
2022-08-09 02,77.0,72.0,84.58,3.0,10.0
2022-08-09 03,75.0,71.0,87.68,5.0,10.0
2022-08-09 04,74.0,71.0,90.97,5.0,10.0
2022-08-09 05,73.0,71.0,93.77,3.0,10.0
2022-08-09 06,73.0,70.0,90.32,3.0,10.0
2022-08-09 07,73.0,70.0,90.32,0.0,10.0
2022-08-09 08,72.0,70.0,93.43,4.0,10.0
2022-08-09 09,72.0,69.0,90.59,4.0,10.0
2022-08-09 10,72.0,69.0,90.59,4.0,10.0
2022-08-09 11,73.0,70.0,90.32,4.0,10.0
2022-08-09 12,73.0,70.0,90.32,5.0,10.0
2022-08-09 13,73.0,70.0,90.32,5.5,9.0
2022-08-09 14,74.0,71.0,90.97,5.0,9.0
2022-08-09 15,74.0,71.0,90.97,5.0,9.0
2022-08-09 16,77.5,72.0,83.38,6.0,10.0
2022-08-09 17,86.0,71.0,61.2,8.0,10.0
2022-08-09 18,86.0,69.0,57.16,5.0,10.0
2022-08-09 19,89.0,68.0,49.88,5.0,10.0
2022-08-09 20,88.5,65.5,46.47,4.5,10.0
2022-08-09 21,85.0,71.0,63.4,6.0,10.0
2022-08-09 22,83.0,69.0,63.16,7.0,10.0
2022-08-09 23,78.6,69.4,74.18,11.67,4.67
2022-08-10 00,76.0,69.0,79.23,4.0,8.0
2022-08-10 01,75.0,72.0,90.4,0.0,10.0
2022-08-10 02,75.0,71.0,87.68,7.0,10.0
2022-08-10 03,73.0,69.0,87.59,5.0,9.0
2022-08-10 04,73.0,70.0,90.32,4.5,9.5
2022-08-10 05,73.0,71.0,93.77,6.0,10.0
2022-08-10 06,73.0,70.0,90.32,0.0,10.0
2022-08-10 07,73.0,70.0,90.32,0.0,10.0
2022-08-10 08,72.0,70.0,93.43,7.0,10.0
2022-08-10 09,71.0,69.0,93.4,6.0,10.0
2022-08-10 10,72.0,69.0,90.59,3.0,10.0
2022-08-10 11,72.0,70.0,93.43,5.0,10.0
2022-08-10 12,73.0,70.0,90.32,7.0,10.0
2022-08-10 13,74.0,71.0,90.97,5.0,10.0
2022-08-10 14,77.0,72.0,84.58,5.0,10.0
2022-08-10 15,78.5,72.0,80.36,4.5,10.0
2022-08-10 16,81.0,72.0,74.15,6.0,10.0
2022-08-10 17,82.33,71.67,70.4,3.67,10.0
2022-08-10 18,82.5,70.0,66.64,11.0,8.0
2022-08-10 19,78.0,71.5,80.68,7.5,10.0
2022-08-10 20,81.5,70.5,69.48,4.0,10.0
2022-08-10 21,83.0,69.0,63.16,4.0,10.0
2022-08-10 22,84.0,70.0,62.86,5.0,10.0
2022-08-10 23,82.0,71.0,69.62,3.0,10.0
2022-08-11 00,76.13,69.0,78.71,12.0,4.67
2022-08-11 01,73.0,69.0,87.42,5.33,8.0
2022-08-11 02,73.0,69.0,87.59,0.0,10.0
2022-08-11 03,73.0,71.0,93.77,0.0,10.0
2022-08-11 04,73.0,71.0,93.77,0.0,10.0
2022-08-11 05,72.0,70.0,93.43,4.0,10.0
2022-08-11 06,71.0,69.0,93.4,4.0,10.0
2022-08-11 07,71.0,69.0,93.4,5.0,10.0
2022-08-11 08,71.0,68.0,89.94,0.0,10.0
2022-08-11 09,71.0,68.0,89.94,0.0,10.0
2022-08-11 10,71.0,68.0,89.94,4.0,10.0
2022-08-11 11,71.0,68.0,89.94,0.0,10.0
2022-08-11 12,72.3,69.4,90.82,0.0,10.0
2022-08-11 13,74.5,71.0,89.32,2.0,10.0
2022-08-11 14,77.0,69.0,76.62,5.0,10.0
2022-08-11 15,79.0,70.0,73.97,4.0,10.0
2022-08-11 16,80.0,70.0,71.35,0.0,10.0
2022-08-11 17,82.0,69.0,65.03,5.0,10.0
2022-08-11 18,85.0,69.0,59.21,7.0,10.0
2022-08-11 19,85.0,69.0,59.21,8.0,10.0
2022-08-11 20,85.0,69.0,59.21,8.0,10.0
2022-08-11 21,84.0,70.0,62.86,7.0,10.0
2022-08-11 22,84.0,70.0,62.86,6.0,10.0
2022-08-11 23,81.5,70.0,68.24,5.5,10.0
2022-08-12 00,75.0,71.0,87.9,10.0,9.0
2022-08-12 01,73.0,71.0,93.77,3.0,8.5
2022-08-12 02,73.5,71.0,92.37,4.0,9.5
2022-08-12 03,73.0,70.0,90.32,7.0,10.0
2022-08-12 04,72.0,70.0,93.43,6.0,10.0
2022-08-12 05,72.0,69.0,90.59,5.0,10.0
2022-08-12 06,72.0,69.0,90.59,5.0,10.0
2022-08-12 07,72.0,70.0,93.43,5.0,10.0
2022-08-12 08,73.0,70.0,90.32,6.5,10.0
2022-08-12 09,73.0,70.0,90.32,6.0,10.0
2022-08-12 10,73.0,70.0,90.32,4.0,10.0
2022-08-12 11,73.13,69.93,89.72,4.67,10.0
2022-08-12 12,74.0,71.0,90.97,6.0,10.0
2022-08-12 13,74.5,71.5,90.68,5.5,9.0
2022-08-12 14,74.5,71.5,90.68,7.0,8.5
2022-08-12 15,76.0,72.5,88.94,6.0,10.0
2022-08-12 16,83.0,71.0,67.62,5.0,10.0
2022-08-12 17,85.0,71.0,63.21,6.5,10.0
2022-08-12 18,86.0,69.0,57.16,9.0,10.0
2022-08-12 19,88.0,68.0,51.65,11.0,10.0
2022-08-12 20,89.0,66.0,46.55,8.0,10.0
2022-08-12 21,88.0,63.0,43.4,10.0,10.0
2022-08-12 22,87.0,61.0,41.62,11.0,10.0
2022-08-12 23,84.0,64.0,51.08,7.0,10.0
2022-08-13 00,82.0,64.0,54.5,7.0,10.0
2022-08-13 01,81.0,64.0,56.3,8.0,10.0
2022-08-13 02,77.0,65.0,66.27,6.0,10.0
2022-08-13 03,76.0,65.0,68.73,5.0,10.0
2022-08-13 04,77.0,65.0,66.27,4.0,10.0
2022-08-13 05,73.0,66.0,78.7,3.0,10.0
2022-08-13 06,74.0,69.0,84.97,6.0,10.0
2022-08-13 07,73.0,69.0,87.59,9.5,10.0
2022-08-13 08,73.0,69.5,88.96,8.5,10.0
2022-08-13 09,72.0,69.5,92.01,10.5,10.0
2022-08-13 10,71.0,67.0,86.59,11.0,10.0
2022-08-13 11,72.0,67.0,83.99,9.0,10.0
2022-08-13 12,74.0,67.0,78.77,10.0,10.0
2022-08-13 13,75.5,64.5,68.72,12.0,10.0
2022-08-13 14,78.0,66.0,66.39,12.0,10.0
2022-08-13 15,79.0,65.0,62.03,11.0,10.0
2022-08-13 16,79.5,64.5,59.97,11.0,10.0
2022-08-13 17,82.0,65.0,56.24,8.0,10.0
2022-08-13 18,82.0,64.0,54.5,8.0,10.0
2022-08-13 19,83.0,64.0,52.93,5.0,10.0
2022-08-13 20,82.0,64.0,54.5,9.0,10.0
2022-08-13 21,82.0,65.0,56.24,6.0,10.0
2022-08-13 22,82.0,65.0,56.24,6.0,10.0
2022-08-13 23,80.0,65.0,59.83,5.0,10.0
2022-08-14 00,79.0,64.0,60.11,5.0,10.0
2022-08-14 01,77.0,65.0,66.27,4.0,10.0
2022-08-14 02,76.0,66.0,71.41,0.0,10.0
2022-08-14 03,75.0,66.0,73.59,0.0,10.0
2022-08-14 04,74.0,66.0,76.36,0.0,10.0
2022-08-14 05,73.0,66.0,78.7,0.0,10.0
2022-08-14 06,73.0,65.0,75.75,0.0,10.0
2022-08-14 07,72.0,65.0,78.35,0.0,10.0
2022-08-14 08,72.0,65.0,78.35,3.0,10.0
2022-08-14 09,72.0,65.0,78.35,3.0,10.0
2022-08-14 10,71.0,65.0,80.78,3.0,10.0
2022-08-14 11,72.0,65.0,78.35,0.0,10.0
2022-08-14 12,75.0,65.0,70.83,3.0,10.0
2022-08-14 13,78.0,66.0,66.39,6.0,10.0
2022-08-14 14,81.0,66.0,60.37,5.0,10.0
2022-08-14 15,81.0,65.0,58.1,7.0,10.0
2022-08-14 16,84.0,66.0,54.77,6.0,10.0
2022-08-14 17,85.0,65.0,51.21,7.0,10.0
2022-08-14 18,85.0,64.0,49.62,8.0,10.0
2022-08-14 19,86.0,64.0,47.91,7.0,10.0
2022-08-14 20,87.0,64.0,46.26,9.0,10.0
2022-08-14 21,87.0,64.0,46.26,9.0,10.0
2022-08-14 22,85.0,65.0,51.21,8.0,10.0
2022-08-14 23,85.0,65.0,51.21,6.0,10.0
2022-08-15 00,81.0,67.0,62.28,4.0,10.0
2022-08-15 01,79.0,67.0,66.49,4.0,10.0
2022-08-15 02,79.0,67.0,66.49,4.0,10.0
2022-08-15 03,79.0,67.0,66.49,5.0,10.0
2022-08-15 04,77.0,67.0,71.03,5.0,10.0
2022-08-15 05,76.0,66.0,71.41,5.0,10.0
2022-08-15 06,76.0,66.0,71.41,5.0,10.0
2022-08-15 07,75.0,66.0,73.59,3.0,10.0
2022-08-15 08,74.0,66.0,76.36,4.0,10.0
2022-08-15 09,75.0,66.0,73.59,5.0,10.0
2022-08-15 10,75.0,65.0,70.83,6.0,10.0
2022-08-15 11,75.0,65.0,70.83,8.0,10.0
2022-08-15 12,77.0,65.0,66.27,9.0,10.0
2022-08-15 13,78.0,66.0,66.39,10.0,10.0
2022-08-15 14,80.0,67.0,64.14,11.0,10.0
2022-08-15 15,85.0,68.0,57.02,8.0,10.0
2022-08-15 16,86.0,69.0,57.16,7.0,10.0
2022-08-15 17,88.0,70.0,55.32,8.0,10.0
2022-08-15 18,89.0,69.0,51.8,9.0,10.0
2022-08-15 19,87.5,69.5,55.26,7.5,6.5
2022-08-15 20,88.0,69.0,53.64,11.0,10.0
2022-08-15 21,85.0,70.0,61.02,8.0,10.0
2022-08-15 22,84.0,70.0,62.86,5.0,10.0
2022-08-15 23,83.0,72.0,69.71,5.0,10.0
2022-08-16 00,75.28,70.16,84.6,8.2,6.3
2022-08-16 01,74.5,70.5,87.66,3.0,10.0
2022-08-16 02,74.0,70.0,87.63,4.0,10.0
2022-08-16 03,74.0,70.0,87.63,8.0,10.0
2022-08-16 04,74.0,70.0,87.63,5.0,10.0
2022-08-16 05,73.0,70.0,90.32,5.0,10.0
2022-08-16 06,72.0,70.0,93.43,6.0,10.0
2022-08-16 07,72.0,69.0,90.59,7.0,10.0
2022-08-16 08,71.0,69.0,93.4,7.0,10.0
2022-08-16 09,71.0,68.0,89.94,6.0,10.0
